"die Vanille","the vanilla","","","","AQA_German_GCSE_Vocab_List::13_General_Food"
"das Wiener Schnitzel","veal escalope","","","","AQA_German_GCSE_Vocab_List::13_General_Food"
"die Wurst","sausage","die Würste","n","f","AQA_German_GCSE_Vocab_List::13_General_Food"
"der Zucker","sugar","","","","AQA_German_GCSE_Vocab_List::13_General_Food"
"abhängig","dependent","","adjective; adverb","","AQA_German_GCSE_Vocab_List::14_Health"
"die Ader","artery","die Adern","n","f","AQA_German_GCSE_Vocab_List::14_Health"
"der Alkohol","alcohol","die Alkohole","n","m","AQA_German_GCSE_Vocab_List::14_Health"
"der Alkoholismus","alcoholism","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Allergie","allergy","","","","AQA_German_GCSE_Vocab_List::14_Health"
"anfangen","to start; to begin; to commence","","","","AQA_German_GCSE_Vocab_List::14_Health"
"Angst haben","to be frightened","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Appetit","appetite","","","","AQA_German_GCSE_Vocab_List::14_Health"
"atmen","to breathe","atmete; hat geatmet","v","","AQA_German_GCSE_Vocab_List::14_Health"
"aufgeben","to give up","","","","AQA_German_GCSE_Vocab_List::14_Health"
"aufhören (mit)","to conclude","","","","AQA_German_GCSE_Vocab_List::14_Health"
"aus Neugier","out of curiosity","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Bewegung","movement, flow","","","","AQA_German_GCSE_Vocab_List::14_Health"
"das Blut","blood","/","noun","n","AQA_German_GCSE_Vocab_List::14_Health"
"brechen","to break","brach - ist/hat gebrochen","verb","","AQA_German_GCSE_Vocab_List::14_Health"
"der Cannabis","Cannabis","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Droge","drug; medicine","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Drogenhändler","drug dealer","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Drogensüchtiger","drug addict","","","","AQA_German_GCSE_Vocab_List::14_Health"
"einnehmen","to take (meds etc)","","","","AQA_German_GCSE_Vocab_List::14_Health"
"ekelhaft","disgusting","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Erfahrung","(noun) experience","","","","AQA_German_GCSE_Vocab_List::14_Health"
"das Fett","fat (noun)","","","","AQA_German_GCSE_Vocab_List::14_Health"
"(sich) fühlen","to feel","","to feel","","AQA_German_GCSE_Vocab_List::14_Health"
"gefährlich","dangerous","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"das Gehirn","brain","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Geruch","smell","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Geschmack","the taste","","noun","","AQA_German_GCSE_Vocab_List::14_Health"
"gesund","healthy","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"die Gesundheit","health","die Gesundheiten","n","f","AQA_German_GCSE_Vocab_List::14_Health"
"sich gewöhnen an","to become accustomed to","","v","","AQA_German_GCSE_Vocab_List::14_Health"
"die Gewohnheit","habit","","noun","","AQA_German_GCSE_Vocab_List::14_Health"
"grillen","to broil; to barbecue","","","","AQA_German_GCSE_Vocab_List::14_Health"
"halten","to keep","hielt - hat gehalten","v","","AQA_German_GCSE_Vocab_List::14_Health"
"das Herz","heart","die Herzen","n","n","AQA_German_GCSE_Vocab_List::14_Health"
"das Image","image","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Imbiss","snack","","","","AQA_German_GCSE_Vocab_List::14_Health"
"kaputt machen","to ruin","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Kohlenhydrate","Carbohydrates","carbohydrates","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Körper","body","die Körper","n","m","AQA_German_GCSE_Vocab_List::14_Health"
"körperlich","physical","","","","AQA_German_GCSE_Vocab_List::14_Health"
"köstlich","delicious, delightful","","","","AQA_German_GCSE_Vocab_List::14_Health"
"krank","sick, ill","kränker, am kränksten","adjective","","AQA_German_GCSE_Vocab_List::14_Health"
"die Krankheit","illness","die Krankheiten","n","f","AQA_German_GCSE_Vocab_List::14_Health"
"der Krebs","crab, cancer","","","","AQA_German_GCSE_Vocab_List::14_Health"
"sich kümmern um","to care for","","","","AQA_German_GCSE_Vocab_List::14_Health"
"lebendig","alive, lively","","adjective; adverb","","AQA_German_GCSE_Vocab_List::14_Health"
"die Lebensmittel","groceries","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Leber","liver","","","","AQA_German_GCSE_Vocab_List::14_Health"
"lecker","yummy","","adjective,  interjection","","AQA_German_GCSE_Vocab_List::14_Health"
"die Lunge","lung","","","","AQA_German_GCSE_Vocab_List::14_Health"
"magersüchtig","anorexic","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"die Mahlzeit","meal","","","","AQA_German_GCSE_Vocab_List::14_Health"
"das Medikament","medicine","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Milchprodukte","milk products","","","","AQA_German_GCSE_Vocab_List::14_Health"
"müde","tired","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"die Nahrung","nourishment","","","","AQA_German_GCSE_Vocab_List::14_Health"
"nervös","nervous","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Öffentlichkeit","the public","-","noun","feminine","AQA_German_GCSE_Vocab_List::14_Health"
"probieren","to try","","v","","AQA_German_GCSE_Vocab_List::14_Health"
"rauchen","to smoke","rauchte; hat geraucht","v","","AQA_German_GCSE_Vocab_List::14_Health"
"der Raucherhusten","smoker's cough","","","","AQA_German_GCSE_Vocab_List::14_Health"
"das Rauschgift","the narcotic","","","","AQA_German_GCSE_Vocab_List::14_Health"
"riechen","to smell","roch; hat gerochen","v","","AQA_German_GCSE_Vocab_List::14_Health"
"das Risiko","risk","die Risikos","n","n","AQA_German_GCSE_Vocab_List::14_Health"
"die Ruhe","peace, calm","","","","AQA_German_GCSE_Vocab_List::14_Health"
"schaden","to damage","","v","","AQA_German_GCSE_Vocab_List::14_Health"
"schädlich","damaging","","","","AQA_German_GCSE_Vocab_List::14_Health"
"scharf","sharp, spicy","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"schlimm","bad","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"schmecken","to taste","schmeckte; hat geschmeckt","v","","AQA_German_GCSE_Vocab_List::14_Health"
"der Schmerz","pain","die Schmerzen","noun","m","AQA_German_GCSE_Vocab_List::14_Health"
"schützen","to protect","","verb","","AQA_German_GCSE_Vocab_List::14_Health"
"sniffen","to sniff","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Sorge","worry","die Sorgen","noun","feminine","AQA_German_GCSE_Vocab_List::14_Health"
"die Spritze","syringe","","","","AQA_German_GCSE_Vocab_List::14_Health"
"sterben","to die","stirbt; starb; ist gestorben","v","none","AQA_German_GCSE_Vocab_List::14_Health"
"die Sucht","addiction","die Süchte/die Suchten","noun","f","AQA_German_GCSE_Vocab_List::14_Health"
"süchtig","addicted","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"die Abhängigkeit","dependency","","","","AQA_German_GCSE_Vocab_List::14_Health"
"der Tabak","tobacco","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Therapie","therapy","","","","AQA_German_GCSE_Vocab_List::14_Health"
"tot","dead","","adj","","AQA_German_GCSE_Vocab_List::14_Health"
"töten","to kill","","verb","","AQA_German_GCSE_Vocab_List::14_Health"
"trainieren","to exercise, to practice, to work out","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Überdosis","overdose","","","","AQA_German_GCSE_Vocab_List::14_Health"
"vegetarisch","vegetarian (adj)","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Vene","vein","","","","AQA_German_GCSE_Vocab_List::14_Health"
"verboten","forbidden","","verb","","AQA_German_GCSE_Vocab_List::14_Health"
"sich verletzen","to get hurt","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Verletzung","injury","die Verletzungen","noun","feminine","AQA_German_GCSE_Vocab_List::14_Health"
"vermeiden","to avoid","vermied; hat vermieden","verb","","AQA_German_GCSE_Vocab_List::14_Health"
"verschwenden","to waste","","","","AQA_German_GCSE_Vocab_List::14_Health"
"versuchen","to attempt","","v","","AQA_German_GCSE_Vocab_List::14_Health"
"verursachen","to cause","","verb","","AQA_German_GCSE_Vocab_List::14_Health"
"die Werbung","advertisement","","","","AQA_German_GCSE_Vocab_List::14_Health"
"die Zigarette","cigarette","","noun","","AQA_German_GCSE_Vocab_List::14_Health"
"adoptiert","adopted","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"ähnlich","similar","","adj","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"allein","alone","","adv","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Alleinerziehender","single parent","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"das Altenheim","old peoples home","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"das Alter","age","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"arbeitslos","unemployed","","adjective","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Arm","arm","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Armut","poverty","no plural","n","f","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"auf die Nerven gehen","to get on sb nerves","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"aufpassen","to keep an eye on, take care","to look after sb","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Ausländer","foreigner","die Ausländer","n","m","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"aussetzen","to abandon, offer, stop","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"bedürftig","in need","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"benachteiligen","to disadvantage, discriminate","","v","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"berühmt","famous","","adj","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"deprimiert","depressed","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Diskriminierung","discrimination","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Einfluss","influence","","influence","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Eingliederung","incorporation","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"einsam","lonely","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Einwanderer","immigrant","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die ethnischen Probleme","the racial issues","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Freundschaft","friendship","die Freundschaften","noun","f","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Gastfreundschaft","hospitality","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Gastgeber","host, entertainer","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"geboren","born","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"gemein","mean","","adj; adv","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"geschieden","separated","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"das Geschlecht","gender","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Gesellschaft","society, company, business","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"gestorben","dead","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Gewalt","violence","die Gewalten","n","f","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Gleichheit","equality","-","n","f","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Hautfarbe","skin colour","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"herrschend","dominant","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Hochzeit","wedding","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Karriere","career","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Kriminalität","criminality","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"ledig","single","","adjective","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"multikulturell","multicultural","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Not","need, hardship","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"obdachlos","homeless","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Rasse","race (ethnic), breed","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Rassismus","racism","die Rassismen","n","m","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"schwatzen","to gossip","schwatzte; hat geschwatzt","v","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"selbstständig","independent","","adjective; adverb","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der soziale Wohnungsbau","social housing, council housing","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"spenden","to donate","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Staatsangehörigkeit","nationality","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"stehlen","to steal (+dative)","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Stelle","place","die Stellen","noun","feminine","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"(sich) streiten","to quarrel","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"treu","1. faithful, 2. loyal","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"ungerecht","unfair, unjust","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Vandalismus","vandalism","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"das Verbrechen","crime","die Verbrechen","n","n","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"verheiratet","married","","adjective","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"verlobt","engaged","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"der Verlobter","fiance","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die vorgefasste Meinung","preconceived idea","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"das Vorurteil","prejudice","die Vorurteile","n","f","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"die Wohltätigkeit","charity","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"zufrieden","satisfied","","adj","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"zusammenleben","to cohabit","","","","AQA_German_GCSE_Vocab_List::15_Relationships_and_Choices"
"angeln","to fish","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"der Basketball","basketball","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"der Federball","badminton","","badminton","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"der Fußball","football","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"die Gymnastik","gymnastics","","","Female","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"das Hockey","hockey","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"joggen","to jog","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"kegeln","bowling","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"klettern","to climb","","v","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"das Radfahren","cycling","","","Neuter","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"reiten","to ride","ritt; bin/habe geritten","v","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"Rollschuh laufen","to roller skate","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"das Rugby","Rugby","","","rugby","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"Schlittschuh laufen","to ice skate","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"schwimmen","to swim","schwamm - ist 	geschwommen","v","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"segeln","to sail","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"das Skifahren","skiing (noun)","","noun","Neuter","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"Sport treiben","to play sports","Sport trieb; hat Sport getrieben","v","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"tanzen","to dance","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"das Tennis","tennis","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"das Tischtennis","ping pong","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"trainieren","to exercise, to practice, to work out","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"der Volleyball","volleyball","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"wandern","to walk, hike","(wanderte; ist gewandert)","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"windsurfen","windsurfing","","","","AQA_German_GCSE_Vocab_List::16_LEISURE:_Interests_and_Hobbies_-_Sports"
"(sich) amüsieren","to enjoy (o.s)","to enjoy (o.s)","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"anrufen","to call","","v","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Ausflug","outing","die Ausflüge","n","m","AQA_German_GCSE_Vocab_List::17_General_Interests"
"ausgehen","to go out","ausging, ausgegangen","v","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"begleiten","to accompany","begleitete; hat begleitet","verb","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"besuchen","to visit","besucht; hat besucht","v","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Buch","book","die Bücher","noun","n","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Computer","the computer","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Disko","disco","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"einkaufen","to shop","","verb","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"fernsehen","to watch tv","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Film","film","die Filme","n","m","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Fitnesszentrum","fitness centre","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"fotografieren","to shoot, to take a photo/picture","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Freizeit","spare time","die Freizeiten","noun","f","AQA_German_GCSE_Vocab_List::17_General_Interests"
"gefallen (+dat)","to please","to please","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"gewinnen","to win","gewann, gewonnen","v","none","AQA_German_GCSE_Vocab_List::17_General_Interests"
"herumlaufen","to run/go around","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"hören","to hear","hörte, hat gehört","verb","none","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Interesse","interest","die Interessen","n","n","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Karten","cards","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Kino","cinema","die Kinos","n","n","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Konzert","concert","die Konzerte","noun","neuter","AQA_German_GCSE_Vocab_List::17_General_Interests"
"lesen","to read","las - hat gelesen","v","none","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Lust","pleasure","die Lüste","noun","f","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Mannschaft","team","die Mannschaften","noun","f","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Mitglied","member","","noun","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Musik","music","no plural","noun","f","AQA_German_GCSE_Vocab_List::17_General_Interests"
"programmieren","IT, to programme","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"quatschen","to blab, to blather, to talk nonsense","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Roman","novel","die Romane","noun","masculine","AQA_German_GCSE_Vocab_List::17_General_Interests"
"sammeln","to collect","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Spaß","fun","","fun","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"spielen","to play","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Spiel","game","die Spiele","n","n","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Theaterstück","(theatrical) play","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"treffen","to meet","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"üben","to practise","","verb","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"(sich) unterhalten","to talk","to talk","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Unternehmen","company","","noun","neuter","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Verein","club","die Vereine","noun","masculine","AQA_German_GCSE_Vocab_List::17_General_Interests"
"das Videospiel","video game","","","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"der Wettkampf","competition","","noun","","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Zeitschrift","magazine","die Zeitschriften","n","f","AQA_German_GCSE_Vocab_List::17_General_Interests"
"die Band","music band","die Bands","noun","f","AQA_German_GCSE_Vocab_List::18_Instruments"
"die Blockflöte","Recorder (mus)","","","","AQA_German_GCSE_Vocab_List::18_Instruments"
"die Flöte","flute","","","","AQA_German_GCSE_Vocab_List::18_Instruments"
"die Geige","violin","die Geigen","n","f","AQA_German_GCSE_Vocab_List::18_Instruments"
"die Gitarre","guitar","die Gitarren","n","f","AQA_German_GCSE_Vocab_List::18_Instruments"
"das Instrument","instrument","die Instrumente","n","n","AQA_German_GCSE_Vocab_List::18_Instruments"
"das Klavier","piano","die Klaviere","n","n","AQA_German_GCSE_Vocab_List::18_Instruments"
"das Orchester","orchestra","","","","AQA_German_GCSE_Vocab_List::18_Instruments"
"das Schlagzeug","drums","drums","","","AQA_German_GCSE_Vocab_List::18_Instruments"
"die Trompete","Trumpet","","","","AQA_German_GCSE_Vocab_List::18_Instruments"
"der Abenteuerfilm","adventure film","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Actionfilm","Action film","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der CD-Spieler","CD player","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Dokumentarfilm","documentary","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Eintritt","admission","die Eintritte","n","m","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Film","film","die Filme","n","m","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Horrorfilm","horror film","","noun","m","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"die Komödie","comedy","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Krimi","crime film","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Liebesfilm","love film","","noun","m","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"das Lied","song","die Lieder","noun","neuter","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"die Nachrichten","news progamme","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Sänger","singer","die Sänger","n","m","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Schauspieler","actor","die Schauspieler","n","m","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"der Science-Fiction-Film","Sci-fi film","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"die Seifenoper","Soap Opera","soap opera","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"die Sendung","transmission, broadcast; consignment","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"die Serie","series","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"die Werbung","advertisement","","","","AQA_German_GCSE_Vocab_List::19_TV/Film/Music"
"echt","genuine","","adj; adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"sehr","very","","adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"total","totally","","adverb; adjective","","AQA_German_GCSE_Vocab_List::20_Opinions"
"wirklich","really","","adj; adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"nicht sehr","not very","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"besonders","especially","","adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"ein bisschen","a bit","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"zu","to","zu + der = zur; zu + dem = zum","prep; adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"angenehm","pleasant","","adjective; adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"anstrengend","tiring; exhausting","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"ausgezeichnet","excellent","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"bequem","comfortable","","adj; adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"berühmt","famous","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"besser","better","","adj;  adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"blöd","stupid","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"einfach","simple","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"fantastisch","fantastic","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"frisch","fresh","","adjective","","AQA_German_GCSE_Vocab_List::20_Opinions"
"froh","glad","","adjective; adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"furchtbar","terrible","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"gefährlich","dangerous","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"gut","good","besser, am besten","adjective, adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"herrlich","magnificent; glorious; capital","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"hervorragend","outstanding","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"klasse","great, marvellous","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"kompliziert","complicated","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"langweilig","boring","","adjective","","AQA_German_GCSE_Vocab_List::20_Opinions"
"leicht","light, easy","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"möglich","possible","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"nützlich","useful","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"nutzlos","useless","","adj; adv","","AQA_German_GCSE_Vocab_List::20_Opinions"
"praktisch","practical","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"prima","very good","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"schlecht","bad","schlechter, am schlechtesten","adjective, adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"schlimm","bad","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"schrecklich","horrible, frightful","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
