"Sessel (m)","chair","","","German_Vocabulary_Boosters::08_House_and_Town"
"Teppich (m)","carpet","","","German_Vocabulary_Boosters::08_House_and_Town"
"aufräumen","to tidy up","verb","räumte auf; hat aufgeräumt","German_Vocabulary_Boosters::08_House_and_Town"
"putzen","to clean","verb","putzte; hat geputzt","German_Vocabulary_Boosters::08_House_and_Town"
"umziehen","to move (house)","","","German_Vocabulary_Boosters::08_House_and_Town"
"Verkehr","traffic","","","German_Vocabulary_Boosters::08_House_and_Town"
"Segelkurse","sailing course","","","German_Vocabulary_Boosters::08_House_and_Town"
"Umgebung (f)","surrounding area","","","German_Vocabulary_Boosters::08_House_and_Town"
"rasieren","to shave","verb","rasierte; hat rasiert","German_Vocabulary_Boosters::08_House_and_Town"
"staubsaugen","to hoover","","","German_Vocabulary_Boosters::08_House_and_Town"
"bügen","to iron","","","German_Vocabulary_Boosters::08_House_and_Town"
"abräumen","to clear","","","German_Vocabulary_Boosters::08_House_and_Town"
"Spülmaschine","dishwasher","","","German_Vocabulary_Boosters::08_House_and_Town"
"stellen","to put, set","verb","stellte; hat gestellt","German_Vocabulary_Boosters::08_House_and_Town"
"der Rasen","lawn","noun","die Rasen","German_Vocabulary_Boosters::08_House_and_Town"
"mähen","to cut, mow","","","German_Vocabulary_Boosters::08_House_and_Town"
"Einwohner (m)","inhabitant","","","German_Vocabulary_Boosters::08_House_and_Town"
"Hügel (m)","hill","","","German_Vocabulary_Boosters::08_House_and_Town"
"Spielpatz (m)","play area","","","German_Vocabulary_Boosters::08_House_and_Town"
"Stadtrand (m)","edge of town","","","German_Vocabulary_Boosters::08_House_and_Town"
"Dachboden (m)","attic","","","German_Vocabulary_Boosters::08_House_and_Town"
"Fön (m)","hair dryer","","","German_Vocabulary_Boosters::08_House_and_Town"
"Grasschneider (m)","lawnmower","","","German_Vocabulary_Boosters::08_House_and_Town"
"Herd (m)","cooker","","","German_Vocabulary_Boosters::08_House_and_Town"
"Rasenmäher (m)","lawnmower","","","German_Vocabulary_Boosters::08_House_and_Town"
"Staubsauger (m)","vacuum cleaner","","","German_Vocabulary_Boosters::08_House_and_Town"
"Decke (f)","ceiling","","","German_Vocabulary_Boosters::08_House_and_Town"
"Geschirrspülmaschine (f)","dishwasher","","","German_Vocabulary_Boosters::08_House_and_Town"
"Hintertür (f)","back door","","","German_Vocabulary_Boosters::08_House_and_Town"
"Kerze (f)","candle","","","German_Vocabulary_Boosters::08_House_and_Town"
"Mikrowelle (f)","microwave","","","German_Vocabulary_Boosters::08_House_and_Town"
"Pflanze (f)","plant","","","German_Vocabulary_Boosters::08_House_and_Town"
"Zentralheizung (f)","central heating","","","German_Vocabulary_Boosters::08_House_and_Town"
"Bügeleisen (n)","iron","","","German_Vocabulary_Boosters::08_House_and_Town"
"Dach (n)","roof","","","German_Vocabulary_Boosters::08_House_and_Town"
"Gas (n)","gas","","","German_Vocabulary_Boosters::08_House_and_Town"
"Gras (n)","grass","","","German_Vocabulary_Boosters::08_House_and_Town"
"Videogerät (n)","video machine","","","German_Vocabulary_Boosters::08_House_and_Town"
"Möbel (f)","furniture","","","German_Vocabulary_Boosters::08_House_and_Town"
"gießen","to pour, to water","verb","goss; hat gegossen","German_Vocabulary_Boosters::08_House_and_Town"
"drinnen","inside","","","German_Vocabulary_Boosters::08_House_and_Town"
"abräumen","to clear (table)","","","German_Vocabulary_Boosters::08_House_and_Town"
"abspülen","to wash up","","","German_Vocabulary_Boosters::08_House_and_Town"
"abtrocknen","to dry (up)","verb","trocknete ab: hat abgetrocknet","German_Vocabulary_Boosters::08_House_and_Town"
"abwaschen","to wash (up)","","","German_Vocabulary_Boosters::08_House_and_Town"
"anmachen","to turn on (light)","","","German_Vocabulary_Boosters::08_House_and_Town"
"bügeln","to iron","","","German_Vocabulary_Boosters::08_House_and_Town"
"decken","to set (the table)","","","German_Vocabulary_Boosters::08_House_and_Town"
"(sich) kämmen","to comb one's hair","","","German_Vocabulary_Boosters::08_House_and_Town"
"putzen","to clean","verb","putzte; hat geputzt","German_Vocabulary_Boosters::08_House_and_Town"
"staubsaugen","to vacuum","","","German_Vocabulary_Boosters::08_House_and_Town"
"vorbereiten","to prepare","","","German_Vocabulary_Boosters::08_House_and_Town"
"wecken","to wake someone up","","","German_Vocabulary_Boosters::08_House_and_Town"
"eigen","own","","","German_Vocabulary_Boosters::08_House_and_Town"
"obdachlos","homeless","","","German_Vocabulary_Boosters::08_House_and_Town"
"Obdachlosigkeit (f)","homelessness","","","German_Vocabulary_Boosters::08_House_and_Town"
"schmecken","to taste","verb","schmeckte; hat geschmeckt","German_Vocabulary_Boosters::08_House_and_Town"
"die Kühltasche","cold bag","","","German_Vocabulary_Boosters::08_House_and_Town"
"der Rasen","lawn","noun","die Rasen","German_Vocabulary_Boosters::08_House_and_Town"
"Starkniederschläge","rain storms","","","German_Vocabulary_Boosters::09_Environment"
"Hitzeperioden","heat waves","","","German_Vocabulary_Boosters::09_Environment"
"zunehmen","to increase, put on weight","verb","nahm zu; hat zugenommen","German_Vocabulary_Boosters::09_Environment"
"trennen","to separate, divide","","","German_Vocabulary_Boosters::09_Environment"
"Abfall","kitchen waste","","","German_Vocabulary_Boosters::09_Environment"
"Plastiktüten","plastic bags","","","German_Vocabulary_Boosters::09_Environment"
"Öko-Tasche","reusable bag","","","German_Vocabulary_Boosters::09_Environment"
"mitnehmen","to take (along)","verb","nahm mit; hat mitgenommen","German_Vocabulary_Boosters::09_Environment"
"Geräte","appliances","","","German_Vocabulary_Boosters::09_Environment"
"ausschalten","to turn off","verb","schaltete aus; hat ausgeschaltet","German_Vocabulary_Boosters::09_Environment"
"baden","to bathe","verb","badete; hat gebadet","German_Vocabulary_Boosters::09_Environment"
"aufhören","to stop","verb","hörte auf; hat aufgehört","German_Vocabulary_Boosters::09_Environment"
"verschwenden","to waste","","","German_Vocabulary_Boosters::09_Environment"
"Kohlendioxid","carbon dioxide","","","German_Vocabulary_Boosters::09_Environment"
"Ozonloch (n)","hole in the ozone layer","","","German_Vocabulary_Boosters::09_Environment"
"Verwüstung (f)","desertification","","","German_Vocabulary_Boosters::09_Environment"
"Überbevölkerung (f)","over-population","","","German_Vocabulary_Boosters::09_Environment"
"Lärmbelastung (f)","noise pollution","","","German_Vocabulary_Boosters::09_Environment"
"Erderwärmung (f)","global warming","","","German_Vocabulary_Boosters::09_Environment"
"Waldsterben (n)","dying forests","","","German_Vocabulary_Boosters::09_Environment"
"Aussterben (n)","extinction","","","German_Vocabulary_Boosters::09_Environment"
"saure Regen","acid rain","","","German_Vocabulary_Boosters::09_Environment"
"sparsam","sparingly","","","German_Vocabulary_Boosters::09_Environment"
"bauen","to build","","","German_Vocabulary_Boosters::09_Environment"
"Atomkraft","atomic energy","","","German_Vocabulary_Boosters::09_Environment"
"sichere Öltanker","safe oil tankers","","","German_Vocabulary_Boosters::09_Environment"
"Kohlekraft","coal power","","","German_Vocabulary_Boosters::09_Environment"
"Energiequellen","energy sources","","","German_Vocabulary_Boosters::09_Environment"
"Hausmüll","household waste","","","German_Vocabulary_Boosters::09_Environment"
"Mülldeponien","recycling centres","","","German_Vocabulary_Boosters::09_Environment"
"Verkehrspolitik","transport policies","","","German_Vocabulary_Boosters::09_Environment"
"braune Tonne","brown bin","","","German_Vocabulary_Boosters::09_Environment"
"das Erdbeben","earthquake","","","German_Vocabulary_Boosters::09_Environment"
"kümmern","to look after, take care of","","","German_Vocabulary_Boosters::09_Environment"
"zahlreich","numerous","adjective","","German_Vocabulary_Boosters::09_Environment"
"Ausstieg (m)","exit (from bus/train","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Eilzug (m)","stopping train","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Einstieg (m)","entrance (to bus/train)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Inter-City-Zug (m)","intercity train","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Kofferraum (m)","boot (of car)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Nahverkehrszug (m)","local train","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Personenzug (m)","slow train","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Reifendruck (m)","tyre pressure","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Reisende(m)","traveller","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Autobahnkreuz (n)","motorway junction","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"anhalten","to stop","verb","hielt an; hat angehalten","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"bremsen","to brake","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"entwerten","to validate (ticket)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"erreichen","to reach","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"starten","to take off (plane)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"überholen","to overtake","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"bleifrei","lead-free","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Überholverbot","no overtaking","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Fremde (m)","stranger","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Reiseführer","travel guide book","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Reiseleiter (m)","tour leader","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Ruhetag (m)","closing day","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Zoll (m)","customs","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Zollbeamte (m)","customs official","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Trinkgeld (n)","tip","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"besichtigen","to view something, sightsee","verb","besichtigte; hat besichtigt","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"lösen","to buy (a ticket)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"rudern","to row","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"sehenswert","worth seeing","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"zollfrei","duty free","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Rasierapparat (m)","electric shaver","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Zeltplatz (m)","campingsite","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Abreise (f)","departure","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Mehrweststeuer (f)","value added tax","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Handtuch (n)","hand towel","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"bestätigen","to confirm","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Geldwechsel (m)","bureau de change","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Ansichtskarte (f)","picture postcard","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Postleitzahl (f)","post code","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Telefonzelle (f)","telephone box","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Vorwahlnummer (f)","dialling code","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"abschicken","to send off","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"einwerfen","to put money","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Parkschien (m)","parking ticket","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Wegweiser (m)","signpost","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Meile (f)","mile","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Tiefgarage (f)","underground car park","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"lösen","to buy (ticket)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"nehmen","to take","verb","nahm; hat genommen","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Abschleppdienst (m)","tow-away service","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"bestehen","to pass, overcome, exist","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"beabsichtigen","to intend","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"erkunden","to establish, ascertain","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"das Abgas","exhaust (fumes)","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Koffer(-)","bag, case","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Bayern","Bavaria","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"die Erholung","recovery, recuperation","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"das Ufer(-)","shore","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"sehenswert","worth seeing","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"bewundern","to admire","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"die Menge","quantity","noun","die Mengen","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Ausspruch","remark, saying","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Vorgänger","predecessor, precursor","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"kündigen","to cancel, terminate, resign","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"ankündigen","to announce","verb","kündigte an; hat angekündigt","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"das Zahnrad","cogwheel, gear","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Regent","sovereign, reigning monarch, regent","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"ersparen","to save","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Sonderpreis","special reduced price","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"einblenden","to insert, to slot in, dub over","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"sonnen","to put out in the sun, sun oneself","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Güterzug","freight of goods, goods train","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"seitlich","lateral, side","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"die Projektionsfläche","projection surface","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Aufruf","appeal, call","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Schuss","shot, round, charge","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Baukran","construction or builder's crane","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"gewissermaßen","in a way, to an extent, so to speak","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"die Beruhigung","calming","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"an der Spitze stehen","to be at the head","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"bedecken","to cover","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"ewig","eternal","adjective","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Spruch","saying","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"das Geschmier","mess","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"in etwas eindringen","to force one's way into","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"sich befinden","to be located","verb","befand sich; hat sich befunden","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"die Schnecke","snail","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"der Friedhof","graveyard, cemetery","","","German_Vocabulary_Boosters::10_Holidays_and_Journeys"
"Franken (m)","franc (switzerland)","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Geldbeutel (m)","purse","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Groschen (m)","penny","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Korb (m)","basket","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Rappen (m)","rappen (switzerland)","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Scheck (m)","cheque","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Schilling (m)","shilling (Austria)","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Tabakladen (m)","tobacconists","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Zehnmarkschein (m)","ten mark note","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Geschäftszeit (f)","opening hours","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Kasse (f)","cash desk","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Schachtel (f)","box","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Schreibwarenhandlung (f)","stationers","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Markstück (n)","one mark coin","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Päckchen (n)","packet","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Regal (n)","shelf","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Schaufenster (n)","display window","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Süßwarengeschäft (n)","sweet shop","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Tabakwaren (f)","tobacco goods","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"ein wenig","a little","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"einige","several, some","pronoun, numeral","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"pro","per, each","preposition","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Knopf (m)","button","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Modezeichner","fashion designer","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Regenschirm (m)","umbrella","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Schlafanzug (m)","pyjamas","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Armbanduhr (f)","wristwatch","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Kette (f)","chain, necklace","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Seide (f)","silk","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Paar (n)","pair","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Taschentuch (n)","handkerchief","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Trikot (n)","football shirt","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"umtauschen","to exchange","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"vergleichen","to compare","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"vorziehen","to prefer","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"wasserdicht","waterproof","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"wasserfest","water resistant","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Welche Größe haben Sie?","What size do you take?","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Mehrwegflasche (f)","returnable bottle","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Pfandflasche (f)","returnable bottle (with deposit)","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"stehlen","to steal","verb","stahl; hat gestohlen","German_Vocabulary_Boosters::11_Shopping_and_Money"
"wegwerfen","to throw away","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"umkommen","to die, to be killed, to perish","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Ladenbesitzer","shop owner","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"das Nürnberg","Nuremberg","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Laie","lay person, without expert knowledge","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Güterzug","freight of goods, goods train","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"das Stadtbild","town/cityscape","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"beabsichtigen","to intend","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"Auskunft geben","to inform","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Lärm","noise","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"das Geräusch","sound","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"stören","to disturb","verb","störte; hat gestört","German_Vocabulary_Boosters::11_Shopping_and_Money"
"öffnen","to open","verb","öffnete; hat geöffnet","German_Vocabulary_Boosters::11_Shopping_and_Money"
"eröffnen","to open, inaugurate","verb","eröffnete; hat geöffnet","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Stadtplan","map of the town","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"der Markt","market","noun","die Märkte","German_Vocabulary_Boosters::11_Shopping_and_Money"
"dorthin","there","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"die Vielseitigkeit","diversity","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"die Bestellung","order","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"versunken","engrossed, absorbed","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"zur Last fällen","to be a burden","","","German_Vocabulary_Boosters::11_Shopping_and_Money"
"an","at","","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"auf","on","","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"aus","out (of)","","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"bei","with, at","","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"bis","until","preposition, conjunction, adverb","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"durch","through","adverb, preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"entlang","along","adverb, preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"für","for","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"gegenüber","opposite","preposition, adverb","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"hinter","behind","preposition, adverb","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"in","in","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"mit","with","","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"nach","after","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"neben","next to, beside","","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"ohne","without","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"seit","since (time)","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"statt","instead of","conjunction","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"trotz","despite","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"über","over, above","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"unter","under","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"von","of, from","preposition, adverb","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"vor","in front of","preposition, adverb","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"während","during","preposition, conjunction","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"zwischen","between","preposition","","German_Vocabulary_Boosters::12_Grammar_and_Prepositions"
"allgemein","general","adjective","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"ehrlich","honest","adjective","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"kaum","hardly","adverb","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"im Ordnung","ok","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Das kommt darauf an","it depends","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Das macht nichts","it doesn't matter","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Das reicht","that's enough","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"es eilig haben","to be in a hurry","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"es hängt davon ab","it depends on","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"mit großen vergnügen","with great pleasure","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"alles dazwischen","everything inbetween","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"ich freue mich darauf","I look forward to. . .","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Aussprache (f)","pronunciation","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Erlaubnis (f)","permission","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Meinung (f)","opinion","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Menge (f)","crowd, a lot","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Pflicht (f)","duty","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Runde (f)","round (of a competition)","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Schwierigkeit (f)","difficulty","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Sorte (f)","sort, kind","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Vergangenheit (f)","past","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Holz (n)","wood","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"Viertel (n)","quarter","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"abholen","to pick up (from a place)","verb","holte ab; hat abgeholt","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"bedeuten","to mean","verb","bedeutete; hat bedeutet","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"drehen","to turn something","verb","drehte; hat gedreht","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"erzählen","to tell (a story)","verb","erzählte; hat erzählt","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"leiden","to suffer","verb","litt; hat gelitten","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"messen","to measure","verb","maß; hat gemessen","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"schieben","to push","verb","schob; hat geschoben","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"schützen","to protect","verb","schützte: hat geschützt","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"sterben","to die","verb","starb; ist gestorben","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"tun","to do","verb","tat; hat getan","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"weitermachen","to continue","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"wünschen","to wish","verb","wünschte; hat gewünscht","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"zeigen","to show","verb","zeigte; hat gezeigt","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"angenehm","pleasant","adjective","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"breit","broad, wide","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"einzeln","alone, single","adjective","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"eng","narrow","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"fabelhaft","fabulous","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"frisch","fresh","adjective","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"furchtbar","dreadful, terrible","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"herrlich","splendid","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"hervorragend","outstanding","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
"mies","awful","","","German_Vocabulary_Boosters::13_Expressions_and_Miscellaneous"
