"der Mond","moon","[sound:48200120107095401_223793_4d99f.mp3][sound:32111218124752_223793_b498c.mp3]","die Monde","n","m","1000_words_of_elementary_German::14_Level_14"
"besser","better","[sound:48200120107103208_13883_7a6d7.mp3]","","adj;  adv","","1000_words_of_elementary_German::14_Level_14"
"der Stern","star","[sound:32120813154145_293505_c77b1.mp3][sound:48200120107095401_293505_424b5.mp3][sound:32111218124752_293505_75e95.mp3]","die Sterne","n","m","1000_words_of_elementary_German::14_Level_14"
"sauber","clean","[sound:48200120107103208_670520_7d1af.mp3]","","adj","","1000_words_of_elementary_German::14_Level_14"
"der Raum","room","","die Räume","n","m","1000_words_of_elementary_German::14_Level_14"
"der Weltraum","(outer) space","[sound:48200120107095401_76625_32889.mp3][sound:32111218124752_76625_ddc40.mp3]","n/a","n","m","1000_words_of_elementary_German::14_Level_14"
"das Bein","leg","[sound:32120110150243_223360_44c58.mp3][sound:48200120107103208_223360_c0f97.mp3][sound:3197000111009021001.mp3]","die Beine","n","n","1000_words_of_elementary_German::14_Level_14"
"das All","universe","[sound:48200120107095401_711218_ba25e.mp3][sound:32111218124752_711218_81e61.mp3]","no plural","n","m","1000_words_of_elementary_German::14_Level_14"
"das Gesicht","face","[sound:32120110150243_223310_9d8be.mp3][sound:48200120107103208_223310_aa7cd.mp3][sound:3197000111009021120.mp3]","die Gesichter","n","n","1000_words_of_elementary_German::14_Level_14"
"die Zeit","time","","die Zeiten","noun","f","1000_words_of_elementary_German::14_Level_14"
"rasieren","to shave","[sound:48200120107103208_711280_9b4c7.mp3]","","v","","1000_words_of_elementary_German::14_Level_14"
"glatt","smooth","[sound:48200120107103208_711281_493ca.mp3]","","adj","","1000_words_of_elementary_German::14_Level_14"
"der Euro","euro","","","noun","","1000_words_of_elementary_German::14_Level_14"
"Europa","Europe","","","noun","neuter, feminine","1000_words_of_elementary_German::15_Level_15"
"europäisch","European","[sound:48200120107103208_13734_46c75.mp3]","","adj","","1000_words_of_elementary_German::15_Level_15"
"die Stoppel","stubble","[sound:48200120107103208_711282_c58b5.mp3]","die Stoppeln","n","f","1000_words_of_elementary_German::15_Level_15"
"ähnlich","similar","","","Adjektiv","","1000_words_of_elementary_German::15_Level_15"
"die Uhr","watch","","die Uhre","noun","feminine","1000_words_of_elementary_German::15_Level_15"
"das Haar","hair","[sound:48200120107103208_223459_10168.mp3]","die Haare","n","n","1000_words_of_elementary_German::15_Level_15"
"heute","today","","","adverb","","1000_words_of_elementary_German::15_Level_15"
"morgen","tomorrow","[sound:48200120107095402_684601_fe3fb.mp3][sound:32111218125821_684601_65bd3.mp3]","","adverb","","1000_words_of_elementary_German::15_Level_15"
"der Tag","day","[sound:83613000120729001424.mp3][sound:83613000120729001416.mp3][sound:83613000120726195111.mp3][sound:48200120107095402_33317_5efaf.mp3][sound:32111218125821_33317_b6aa3.mp3][sound:55341000110711101812.mp3]","die Tage","n","m","1000_words_of_elementary_German::15_Level_15"
"die Woche","week","[sound:83613000120728235529.mp3]","die Wochen","noun","f","1000_words_of_elementary_German::15_Level_15"
"der Monat","month","[sound:48200120107100315_13826_73a86.mp3][sound:32111218130125_13826_32ace.mp3]","die Monate","n","m","1000_words_of_elementary_German::15_Level_15"
"überall","everywhere","","","adj","","1000_words_of_elementary_German::15_Level_15"
"reich","rich","","","adjective","","1000_words_of_elementary_German::15_Level_15"
"zahlen","to pay","[sound:518328000120713160028.mp3]","","verb","","1000_words_of_elementary_German::15_Level_15"
"ziehen","to pull","[sound:32120813154138_40354_78219.mp3][sound:518328000120710073046.mp3][sound:32120502065749_40354_f026d.mp3]","zog; hat gezogen","v","","1000_words_of_elementary_German::15_Level_15"
"ein","one","[sound:48200120107100315_300425_7f493.mp3][sound:32111218130125_300425_4f7de.mp3]","","art;  pron","m,f,n","1000_words_of_elementary_German::15_Level_15"
"nach","after, to","[sound:48200120107100315_300263_93c3d.mp3][sound:32111218130125_300263_7f3c4.mp3]","","prep","","1000_words_of_elementary_German::15_Level_15"
"sich anziehen","to get dressed","[sound:32120813154138_711284_b6b0d.mp3][sound:32120502065749_711284_231ef.mp3][sound:48200120107103209_711284_df094.mp3][sound:55341000110711102323.mp3]","zieht an; zog an; hat angezogen","verb","","1000_words_of_elementary_German::15_Level_15"
"wieder","again","[sound:48200120107100315_286329_9eb46.mp3][sound:32111218130126_286329_1d7e7.mp3]","","adv","","1000_words_of_elementary_German::15_Level_15"
"auch","also","[sound:48200120107100315_685395_ab134.mp3][sound:32111218130126_685395_01ded.mp3]","","adv","","1000_words_of_elementary_German::15_Level_15"
"die Hose","trousers","[sound:48200120107103209_711285_5e592.mp3]","die Hosen","n","f","1000_words_of_elementary_German::15_Level_15"
"immer","always","","","","","1000_words_of_elementary_German::15_Level_15"
"das Kleid","dress","[sound:48200120107103209_3858_3fc5f.mp3]","die Kleider","noun","neuter","1000_words_of_elementary_German::15_Level_15"
"das Hemd","shirt","[sound:48200120107103209_7713_ff822.mp3]","die Hemden","noun","neutral","1000_words_of_elementary_German::15_Level_15"
"der Schuh","shoe","[sound:48200120107103209_7719_d11fe.mp3]","die Schuhe","n","m","1000_words_of_elementary_German::15_Level_15"
"bunt","colourful","[sound:32120718100858_711286_89bb1.mp3][sound:48200120107103209_711286_91a1f.mp3]","","adj","","1000_words_of_elementary_German::16_Level_16"
"der Hausschuh","slipper","[sound:48200120107103209_711287_07603.mp3]","die Hausschuhe","n","m","1000_words_of_elementary_German::16_Level_16"
"nie","never","[sound:48200120107100315_286352_dcad8.mp3][sound:32111218130126_286352_43393.mp3]","","adv","","1000_words_of_elementary_German::16_Level_16"
"regelmäßig","regular","[sound:48200120107103209_711288_24e1f.mp3]","","adj; adv","","1000_words_of_elementary_German::16_Level_16"
"weil","because","[sound:48200120107100316_422180_06c7a.mp3][sound:32111218130126_422180_36f30.mp3]","","conjunction","","1000_words_of_elementary_German::16_Level_16"
"aber","but","[sound:48200120107100316_677457_fd6ed.mp3][sound:32111218130126_677457_1f110.mp3]","","conjunction","","1000_words_of_elementary_German::16_Level_16"
"der Versuch","attempt","[sound:48200120107103211_292424_aa030.mp3]","die Versuche","n","m","1000_words_of_elementary_German::16_Level_16"
"überzeugen","to convince","[sound:48200120107103211_302746_0d85e.mp3]","","Verb","","1000_words_of_elementary_German::16_Level_16"
"zurück","back","[sound:48200120107103211_279204_56664.mp3]","","adverb","","1000_words_of_elementary_German::16_Level_16"
"mal","times","[sound:48200120110044933_711477_a5c60.mp3]","","adv; modal particle","","1000_words_of_elementary_German::16_Level_16"
"die Schwierigkeit","difficulty","[sound:48200120107103211_223371_1dedc.mp3]","die Schwierigkeiten","noun","feminine","1000_words_of_elementary_German::16_Level_16"
"manchmal","sometimes","[sound:48200120107100316_286350_b0b81.mp3][sound:32111218130126_286350_7fddb.mp3]","","adv","","1000_words_of_elementary_German::16_Level_16"
"alle","all, everybody","[sound:48200120107100316_300446_25fa4.mp3][sound:48200120107100316_711220_6667d.mp3][sound:32111218130126_300446_7a690.mp3][sound:32111218130126_711220_9935a.mp3]","","pron; adj","","1000_words_of_elementary_German::16_Level_16"
"spazieren","to stroll","[sound:518328000120709183036.mp3][sound:48200120107103211_350475_b134a.mp3]","","v","","1000_words_of_elementary_German::16_Level_16"
"die Luft","air","[sound:48200120107103211_711292_9ef1a.mp3]","die Lüfte","n","f","1000_words_of_elementary_German::16_Level_16"
"Hallo!","Hello!","[sound:32120601121758_711221_06f3b.mp3][sound:48200120107100316_711221_2f346.mp3][sound:32111218130126_711221_7584f.mp3]","","phrase","","1000_words_of_elementary_German::16_Level_16"
"sehen","to see","[sound:48200120107094058_120895_f9070.mp3][sound:32111218124701_120895_9e0da.mp3][sound:55341000110711102237.mp3]","sah; hat gesehen","v","","1000_words_of_elementary_German::16_Level_16"
"Auf Wiedersehen!","Good bye!","[sound:48200120107100316_711223_45a71.mp3][sound:32111218130127_711223_7c64a.mp3]","","phrase","","1000_words_of_elementary_German::16_Level_16"
"frisch","fresh","[sound:32120813154127_667320_b8338.mp3][sound:32120718100902_667320_b93f9.mp3][sound:48200120107103211_667320_1553a.mp3]","","adjective","","1000_words_of_elementary_German::16_Level_16"
"hell","bright/light","[sound:32120813154139_711293_4a7a4.mp3][sound:32120718100857_711293_3c699.mp3][sound:32120502065749_711293_17485.mp3][sound:48200120107103211_711293_95384.mp3]","","adj","","1000_words_of_elementary_German::16_Level_16"
"Tschüss!","Bye!","[sound:32120601121759_288602_68bbb.mp3]","","greeting","","1000_words_of_elementary_German::16_Level_16"
"zu Fuß","on foot","[sound:48200120107103211_213532_16c2f.mp3]","","adverb","","1000_words_of_elementary_German::16_Level_16"
"der Freund","friend, boyfriend","[sound:48200120107100316_223364_6ba7b.mp3][sound:32111218130127_223364_66cb8.mp3][sound:8000111031151507.mp3][sound:91000111031145902.mp3]","die Freunde","noun","masculine","1000_words_of_elementary_German::16_Level_16"
"glücklich","happy","","","adjective; adverb","","1000_words_of_elementary_German::16_Level_16"
"weit","far","[sound:32120718100902_223667_92659.mp3][sound:48200120107103211_223667_b7210.mp3]","","adjective;  adverb","","1000_words_of_elementary_German::16_Level_16"
"kennen","to know (someone/be familiar with)","[sound:518328000120714125358.mp3][sound:48200120107100316_3419_edc92.mp3][sound:32111218130127_3419_d0b55.mp3][sound:3197000111009025843.mp3]","kannte - hat gekannt","verb","","1000_words_of_elementary_German::17_Level_17"
"nicht","not","","","adverb, prefix","","1000_words_of_elementary_German::17_Level_17"
"die Freundschaft","friendship","[sound:48200120107100316_711225_0738e.mp3][sound:32111218130127_711225_3104e.mp3]","die Freundschaften","noun","f","1000_words_of_elementary_German::17_Level_17"
"lieben","to love","","","","","1000_words_of_elementary_German::17_Level_17"
"Kein Problem!","No problem!","[sound:48200120107103212_711295_13668.mp3]","","phrase","","1000_words_of_elementary_German::17_Level_17"
"schwer","hard","","","","","1000_words_of_elementary_German::17_Level_17"
"Mittwoch","Wednesday","[sound:48200120107103626_51472_5bf80.mp3]","","noun","masculine","1000_words_of_elementary_German::17_Level_17"
"die Beziehung","relationship","[sound:48200120107100317_711228_adf83.mp3][sound:32111218130127_711228_a2ee8.mp3]","die Beziehungen","n","f","1000_words_of_elementary_German::17_Level_17"
"Freitag","Friday","[sound:83613000120726194716.mp3][sound:48200120107103626_152932_0ade9.mp3]","","n","","1000_words_of_elementary_German::17_Level_17"
"wir","we","[sound:48200120107100317_33420_4b856.mp3][sound:32111218130127_33420_08684.mp3]","","pronoun","","1000_words_of_elementary_German::17_Level_17"
"Sonntag","Sunday","[sound:83613000120729001235.mp3][sound:48200120107103626_51474_2000e.mp3]","","noun","masculine","1000_words_of_elementary_German::17_Level_17"
"das Wochenende","weekend","[sound:48200120107103626_370299_4d1e4.mp3]","die Wochenenden","n","n","1000_words_of_elementary_German::17_Level_17"
"kochen","to cook","[sound:32120813152519_293452_73dba.mp3][sound:48200120107103626_293452_de6c1.mp3]","","verb","","1000_words_of_elementary_German::17_Level_17"
"uns","us","[sound:48200120110060117_711708_2211a.mp3][sound:48200120107100317_300457_7edbe.mp3][sound:32111218130128_300457_4d037.mp3]","","pron","","1000_words_of_elementary_German::17_Level_17"
"der Gast","guest","[sound:48200120107103626_223603_f961e.mp3]","die Gäste","n","m","1000_words_of_elementary_German::17_Level_17"
"das Bett","bed","[sound:48200120107100317_156694_9aa34.mp3][sound:32111218130128_156694_ef5d7.mp3]","die Betten","n","n","1000_words_of_elementary_German::17_Level_17"
"hoch","high","[sound:32120718100902_711230_0e3ae.mp3][sound:48200120107100317_711230_6cb7c.mp3][sound:32111218130128_711230_12109.mp3]","","adj; adv","","1000_words_of_elementary_German::17_Level_17"
"auf","1. on, 2. at","[sound:48200120107100317_300423_5d51b.mp3][sound:32111218130128_300423_691e9.mp3]","auf + das = aufs","prep","","1000_words_of_elementary_German::17_Level_17"
"besuchen","to visit","[sound:518328000120709174942.mp3][sound:48200120107103626_94153_59d87.mp3]","besucht; hat besucht","v","","1000_words_of_elementary_German::17_Level_17"
"nieder","low, down","[sound:48200120107100317_711231_b9470.mp3][sound:32111218130128_711231_02283.mp3]","","adv; verb particle; adj","","1000_words_of_elementary_German::17_Level_17"
"reisen","to travel","[sound:518328000120709174435.mp3][sound:48200120107103626_123744_df581.mp3]","","v","","1000_words_of_elementary_German::17_Level_17"
"lustig","funny","[sound:32120718100853_2084156_30be2.mp3]","","","","1000_words_of_elementary_German::17_Level_17"
"der Spaß","fun","[sound:48200120107100317_671720_1493a.mp3][sound:32111218130128_671720_ef06d.mp3][sound:3197000111009023630.mp3]","","n","m","1000_words_of_elementary_German::17_Level_17"
"lachen","to laugh","[sound:48200120107100317_711232_3ffc9.mp3][sound:32111218130128_711232_1b8a2.mp3][sound:3197000111009023348.mp3]","lachte; hat gelacht","v","","1000_words_of_elementary_German::17_Level_17"
"der Streit","argument","[sound:48200120107100317_711233_d9832.mp3][sound:32111218130129_711233_854d9.mp3]","die Streite","noun","masculine","1000_words_of_elementary_German::17_Level_17"
"toll","great","[sound:48200120107103627_14881_9ae99.mp3]","","adj","","1000_words_of_elementary_German::18_Level_18"
"weinen","to cry","[sound:48200120107100317_224013_465fe.mp3]","","v","","1000_words_of_elementary_German::18_Level_18"
"traurig","sad","[sound:48200120107100318_678560_fff6c.mp3][sound:3197000111009023937.mp3]","","adj;  adv","","1000_words_of_elementary_German::18_Level_18"
"sterben","to die","[sound:83613000120729001346.mp3][sound:83613000120726195036.mp3][sound:48200120107100318_14809_da180.mp3][sound:3197000111009024614.mp3]","stirbt; starb; ist gestorben","v","none","1000_words_of_elementary_German::18_Level_18"
"willkommen","welcome","[sound:48200120107103627_711296_2dbc2.mp3]","","adj","","1000_words_of_elementary_German::18_Level_18"
"Danke!","Thanks!","[sound:32120601121759_711297_e092c.mp3][sound:48200120107103627_711297_85f01.mp3]","","interjection, greeting","","1000_words_of_elementary_German::18_Level_18"
"die Natur","nature","[sound:48200120107100318_711234_b9431.mp3][sound:32111218130129_711234_6ac2b.mp3]","-","n","f","1000_words_of_elementary_German::18_Level_18"
"Bitte!","please!","[sound:48200120107103627_711298_a1513.mp3]","","int","","1000_words_of_elementary_German::18_Level_18"
"das Tier","animal","[sound:83613000120729004220.mp3][sound:83613000120729001510.mp3]","die Tiere","n","n","1000_words_of_elementary_German::18_Level_18"
"die Höflichkeit","politeness","[sound:48200120107103627_711299_ff269.mp3]","die Höflichkeiten","n","f","1000_words_of_elementary_German::18_Level_18"
"höflich","polite","[sound:32120718100905_711300_ebfdf.mp3][sound:48200120107103627_711300_8a91d.mp3]","","adj","","1000_words_of_elementary_German::18_Level_18"
"grob","coarse","[sound:32120718100850_711301_9d278.mp3][sound:48200120107103627_711301_d7e24.mp3]","","adj; adv","","1000_words_of_elementary_German::18_Level_18"
"sowieso","anyway","[sound:32120813154118_711308_b7dff.mp3][sound:48200120107103627_711308_ee9c3.mp3]","","adverb","","1000_words_of_elementary_German::18_Level_18"
"das Schimpfwort","swearword","[sound:48200120107103627_711309_5636d.mp3]","die Schimpfwörter","n","n","1000_words_of_elementary_German::18_Level_18"
"wo","where","[sound:48200120107103629_677498_76bad.mp3]","","adverb","","1000_words_of_elementary_German::18_Level_18"
"fluchen","to swear","[sound:48200120107103627_711310_3d26c.mp3]","","v","","1000_words_of_elementary_German::18_Level_18"
"Mist!","Damn!","[sound:48200120107103627_711311_e9d7a.mp3]","","int","","1000_words_of_elementary_German::18_Level_18"
"vermeiden","to avoid","[sound:32120813154118_83265_ed909.mp3][sound:48200120107103627_83265_12e88.mp3]","vermied; hat vermieden","verb","","1000_words_of_elementary_German::18_Level_18"
"irgendwo","somewhere","[sound:48200120107100318_223513_6d6ac.mp3][sound:32111218130129_223513_3bd1d.mp3]","","adverb","","1000_words_of_elementary_German::18_Level_18"
"schuldig","guilty","","","adjective; adverb","","1000_words_of_elementary_German::18_Level_18"
"Entschuldigung!","Sorry!","","","Interjection","","1000_words_of_elementary_German::18_Level_18"
"vergeben","to forgive","[sound:48200120107103628_224101_c524c.mp3]","vergab, vergeben","v","","1000_words_of_elementary_German::18_Level_18"
"wild","wild","[sound:48200120107100318_711235_b4c87.mp3][sound:32111218130129_711235_71610.mp3]","","adjective, adverb","","1000_words_of_elementary_German::18_Level_18"
"der Wald","forest","[sound:32120813152521_313083_f223f.mp3][sound:48200120107100318_313083_83690.mp3][sound:32111218130129_313083_128f3.mp3]","die Wälder","noun","masculine","1000_words_of_elementary_German::18_Level_18"
"der Baum","tree","[sound:83613000120708001723.mp3][sound:48200120107100318_7795_731da.mp3][sound:32111218130130_7795_851a3.mp3]","die Bäume","n","m","1000_words_of_elementary_German::18_Level_18"
"unter","under","[sound:48200120107100318_711236_6b544.mp3][sound:32111218130130_711236_07ab8.mp3]","unter + das = unters; unter + den = untern; unter + dem = unterm","prep","","1000_words_of_elementary_German::19_Level_19"
"das Dorf","village","","","","","1000_words_of_elementary_German::19_Level_19"
"groß","big","[sound:83613000120708003730.mp3][sound:83613000120708000153.mp3][sound:32120111060946_7815_59046.mp3][sound:3197000111009021845.mp3]","","adj","","1000_words_of_elementary_German::19_Level_19"
"der Bauernhof","farm","[sound:48200120107100318_711237_19364.mp3][sound:32111218130130_711237_810f2.mp3]","die Bauernhöfe","n","m","1000_words_of_elementary_German::19_Level_19"
"großzügig","generous","[sound:48200120107103628_711313_6e592.mp3]","","adjective","","1000_words_of_elementary_German::19_Level_19"
"die Landschaft","countryside, landscape","[sound:32120813154142_711238_224cf.mp3][sound:48200120107100318_711238_59ab2.mp3][sound:32111218130130_711238_8b9a8.mp3]","die Landschaften","noun","f","1000_words_of_elementary_German::19_Level_19"
"das Gebiet","region","[sound:48200120107101037_711239_9f03a.mp3][sound:32111218133954_711239_c080b.mp3]","die Gebiete","n","n","1000_words_of_elementary_German::19_Level_19"
"das Geschenk","gift","[sound:48200120110051759_223520_cf53f.mp3][sound:48200120107103628_711314_8ac43.mp3]","die Geschenke","n","n","1000_words_of_elementary_German::19_Level_19"
"bauen","to build","[sound:1714714_1410009622433.mp3]","","","","1000_words_of_elementary_German::19_Level_19"
"sich bedanken","to thank","[sound:48200120107103628_711315_5188d.mp3]","","v","","1000_words_of_elementary_German::19_Level_19"
"das Gefühl","feeling","[sound:48200120107103628_344358_487e8.mp3][sound:3197000111009023625.mp3]","die Gefühle","n","n","1000_words_of_elementary_German::19_Level_19"
"die Freude","joy","[sound:48200120107103628_711316_3b721.mp3]","die Freuden","n","f","1000_words_of_elementary_German::19_Level_19"
"arbeiten","to work","[sound:83613000120707233339.mp3][sound:83613000120707233319.mp3][sound:48200120107101037_13907_e165a.mp3][sound:32111218133954_13907_f9dab.mp3]","","verb","","1000_words_of_elementary_German::19_Level_19"
"leer","empty","[sound:32120813152519_1254917_5d645.mp3]","","adjective","","1000_words_of_elementary_German::19_Level_19"
"sauer","sour","[sound:32120718100857_711318_58fdc.mp3][sound:48200120107103628_711318_f58ea.mp3]","","adj; adv","","1000_words_of_elementary_German::19_Level_19"
"anstrengend","tiring","","","adj/adv","","1000_words_of_elementary_German::19_Level_19"
"sich ausruhen","to rest","[sound:48200120107101037_684511_e732c.mp3][sound:32111218133954_684511_aa8fd.mp3]","","v","","1000_words_of_elementary_German::19_Level_19"
"der Zorn","anger","[sound:48200120107103628_346878_a1377.mp3]","no plural","n","m","1000_words_of_elementary_German::19_Level_19"
"schlafen","to sleep","[sound:48200120107101037_8727_d63a8.mp3][sound:32111218133954_8727_5e4ce.mp3]","schlief; hat geschlafen","verb","","1000_words_of_elementary_German::19_Level_19"
"der Morgen","morning","[sound:48200120107101038_13819_2ed79.mp3][sound:32111218133955_13819_6fcb8.mp3][sound:55341000110711101742.mp3]","no plural","n","m","1000_words_of_elementary_German::19_Level_19"
"ausflippen","to flip out","[sound:48200120107103628_711319_ea3bd.mp3]","flippt aus, flippte aus, hat ausgeflippt","v","","1000_words_of_elementary_German::19_Level_19"
"hassen","to hate","[sound:48200120107103628_223988_cbe90.mp3][sound:3197000111009030017.mp3]","","verb","","1000_words_of_elementary_German::19_Level_19"
"die Gewalt","violence","[sound:32120813154145_76597_f9cf1.mp3][sound:123966000120120104529.mp3][sound:48200120107103628_76597_9acce.mp3]","die Gewalten","n","f","1000_words_of_elementary_German::19_Level_19"
"das Stück","piece","","die Stücke","noun","n","1000_words_of_elementary_German::19_Level_19"
"das Frühstück","breakfast","[sound:48200120107101038_711241_16a92.mp3][sound:32111218133955_711241_1378c.mp3]","die Früstücke","noun","neuter","1000_words_of_elementary_German::19_Level_19"
"schlagen","to hit","[sound:518328000120713161127.mp3][sound:48200120107103628_711320_2fba5.mp3]","schlug - hat geschlagen","v","","1000_words_of_elementary_German::20_Level_20"
"spät","late","[sound:32120718100902_13925_6a135.mp3]","","adjective; adverb","","1000_words_of_elementary_German::20_Level_20"
"schnell","fast","[sound:32120718100902_711243_3d633.mp3][sound:48200120107101038_711243_8b561.mp3][sound:32111218133955_711243_3f882.mp3]","schneller; am schnellsten","adjective; adverb","","1000_words_of_elementary_German::20_Level_20"
"laufen","to run","","","verb","","1000_words_of_elementary_German::20_Level_20"
"die Ohrfeige","slap in the face","[sound:48200120107103628_711321_e80de.mp3]","die Ohrfeigen","n","f","1000_words_of_elementary_German::20_Level_20"
"die U-Bahn","subway; underground train system","[sound:48200120107101038_657575_7d90b.mp3][sound:32111218133955_657575_e89ea.mp3][sound:91000111031145911.mp3]","die U-Bahnen","n","f","1000_words_of_elementary_German::20_Level_20"
"der Frieden","peace","[sound:32120813154145_711322_0fdbe.mp3][sound:48200120107103629_711322_a78c8.mp3]","-","n","m","1000_words_of_elementary_German::20_Level_20"
"wann","when (time)","[sound:48200120107103629_286405_12134.mp3]","","adv","","1000_words_of_elementary_German::20_Level_20"
"die Karte","card","[sound:32120813154120_300125_13f65.mp3]","die Karten","n","f","1000_words_of_elementary_German::20_Level_20"
"warum","why","[sound:48200120107103629_286407_68588.mp3]","","adv","","1000_words_of_elementary_German::20_Level_20"
"wer","who","[sound:48200120107103629_94109_4e666.mp3]","","adv","","1000_words_of_elementary_German::20_Level_20"
"die Fahrkarte","ticket","","die Fahrkarten","noun","feminine","1000_words_of_elementary_German::20_Level_20"
"schwarzfahren","to fare dodge","[sound:48200120107101038_711244_8387c.mp3][sound:32111218133955_711244_6f1db.mp3]","fuhr schwarz; ist schwarzgefahren","v","","1000_words_of_elementary_German::20_Level_20"
"wenn","when(ever), if","[sound:48200120107103629_51457_7c627.mp3]","","conj","","1000_words_of_elementary_German::20_Level_20"
"das Geld","money","[sound:48200120107102652_679644_d054f.mp3][sound:32111218134319_679644_86797.mp3]","die Gelder","noun","n","1000_words_of_elementary_German::20_Level_20"
"der Bus","bus","","die Busse","noun","masculine","1000_words_of_elementary_German::20_Level_20"
"die Frage","question","[sound:48200120107103629_13937_2641f.mp3]","die Fragen","n","f","1000_words_of_elementary_German::20_Level_20"
"das Bußgeld","fine","[sound:48200120107101038_711245_3c836.mp3][sound:32111218133955_711245_e7e7f.mp3]","die Bußgelder","n","n","1000_words_of_elementary_German::20_Level_20"
"der Schaffner","train guard","[sound:48200120107101038_711246_eb61e.mp3][sound:32111218133956_711246_d9f89.mp3]","die Schaffner","noun","m","1000_words_of_elementary_German::20_Level_20"
"der Student","(college) student","[sound:48200120107101039_711247_5db3f.mp3][sound:32111218133956_711247_f4ebf.mp3]","die Studenten","n","m","1000_words_of_elementary_German::20_Level_20"
"die Antwort","answer","[sound:48200120107103629_223345_a12c5.mp3]","die Antworten","n","f","1000_words_of_elementary_German::20_Level_20"
"der Kommilitone","fellow student","[sound:48200120107101039_711248_ebc72.mp3][sound:32111218133956_711248_5ea46.mp3]","die Kommilitonen","n","m","1000_words_of_elementary_German::20_Level_20"
"fragen","to ask","[sound:48200120107103629_13922_27caf.mp3]","fragte; hat gefragt","v","","1000_words_of_elementary_German::20_Level_20"
"antworten","to answer","[sound:32120223044319_216025_92557.mp3][sound:48200120107104451_216025_6b7a3.mp3]","","v","","1000_words_of_elementary_German::20_Level_20"
"neugierig","curious","[sound:32120718100855_261124_38100.mp3][sound:32120223044319_261124_eed21.mp3][sound:48200120107104451_261124_a691b.mp3]","","adjective","","1000_words_of_elementary_German::20_Level_20"
"der Beruf","occupation","[sound:48200120107101039_711249_f8bab.mp3][sound:32111218133956_711249_2ee84.mp3]","die Berufe","noun","m","1000_words_of_elementary_German::21_Level_21"
"endlich","finally","[sound:48200120107101039_223403_77631.mp3][sound:32111218133956_223403_ee6b2.mp3]","","adv","","1000_words_of_elementary_German::21_Level_21"
"das Interesse","interest","[sound:32120223044319_13751_442d2.mp3][sound:32120111060949_13751_1bbc3.mp3][sound:48200120107104451_13751_eab0c.mp3][sound:3197000111009022416.mp3]","die Interessen","n","n","1000_words_of_elementary_German::21_Level_21"
"kriegen","to get","[sound:48200120107101039_223612_eef7a.mp3][sound:32111218133956_223612_53d70.mp3]","","v","","1000_words_of_elementary_German::21_Level_21"
"das Hobby","hobby","","die Hobbys","noun","n","1000_words_of_elementary_German::21_Level_21"
"der Betrieb","business, company","","die Betriebe","noun","masculine","1000_words_of_elementary_German::21_Level_21"
"die Firma","company","[sound:48200120107101039_422096_8c4b3.mp3][sound:32111218133956_422096_75753.mp3]","die Firmen","noun","feminine","1000_words_of_elementary_German::21_Level_21"
"frei","free","[sound:32120718100903_13813_2d030.mp3]","","adj","","1000_words_of_elementary_German::21_Level_21"
"die GmbH","limited liability company","[sound:32120813154121_711250_9fe1c.mp3][sound:48200120107101039_711250_eea45.mp3][sound:32111218133956_711250_a1e83.mp3]","die GmbHs","noun","f","1000_words_of_elementary_German::21_Level_21"
"die Freizeit","spare time","[sound:32120813154121_711324_0cf7f.mp3][sound:32120223044319_711324_5b913.mp3][sound:48200120107104451_711324_ccc1f.mp3]","die Freizeiten","noun","f","1000_words_of_elementary_German::21_Level_21"
"spielen","to play","[sound:83613000120729001914.mp3][sound:83613000120729001909.mp3]","spielte; hat gespielt","v","","1000_words_of_elementary_German::21_Level_21"
"der Sport","sport","[sound:32120223044320_711325_6a70d.mp3][sound:48200120107104451_711325_cb147.mp3]","die Sportarten","n","f","1000_words_of_elementary_German::21_Level_21"
"Sport treiben","to play sports","[sound:32120223044320_711326_81248.mp3][sound:48200120107104452_711326_7e8b0.mp3]","Sport trieb; hat Sport getrieben","v","","1000_words_of_elementary_German::21_Level_21"
"gesamt","whole","[sound:48200120107101039_711251_1792a.mp3][sound:32111218133957_711251_55257.mp3]","","adj","","1000_words_of_elementary_German::21_Level_21"
"der Fuß","foot","","die Füße","n","m","1000_words_of_elementary_German::21_Level_21"
"der Ball","ball","[sound:32120223044320_293516_3b13c.mp3][sound:48200120107104452_293516_a4f3e.mp3]","die Bälle","noun","m","1000_words_of_elementary_German::21_Level_21"
"bloß","merely","[sound:48200120107101039_711252_e5348.mp3][sound:32111218133958_711252_6b89a.mp3]","","adverb;  adjective","","1000_words_of_elementary_German::21_Level_21"
"der Fußball","football","[sound:32120813154145_288626_f5cb9.mp3][sound:32120223044320_288626_5217c.mp3][sound:48200120107104452_288626_8a4ad.mp3]","die Fußbälle","noun","m","1000_words_of_elementary_German::21_Level_21"
"entscheiden","to decide","","","","","1000_words_of_elementary_German::21_Level_21"
"schießen","to shoot","[sound:32120813154154_213563_ef439.mp3][sound:32120223044320_213563_79504.mp3][sound:48200120107104452_213563_96fd6.mp3]","schoss, geschossen","v","","1000_words_of_elementary_German::21_Level_21"
"der Erfolg","success","[sound:48200120107101039_266565_928ab.mp3][sound:32111218133958_266565_ba8b8.mp3]","die Erfolge","noun","m","1000_words_of_elementary_German::21_Level_21"
"das Tor","goal","[sound:32120813154154_711359_b1c5c.mp3][sound:32120223044512_711359_b9d57.mp3][sound:48200120107105130_711359_69ae7.mp3]","die Tore","noun","n","1000_words_of_elementary_German::21_Level_21"
